,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
2020-07-12,144.84,179.65,132.65,65.09,152.74,144.94,146.69,182.2,164.52,157.96,310.54,180.16,162.23,152.8,175.22,184.05,147.49,152.73,168.61,197.08,125.29,77.1,195.02,133.9,112.29,186.6,275.12,191.66,139.61,144.83,159.46,155.67,239.79,150.99,176.87,147.67,197.83,156.26,190.67,185.21,229.48,132.56,160.8,156.89,157.97,129.11,200.84,206.33,277.27,177.7,220.24,149.4,138.98,122.43,51.19,128.61,193.32,231.21,78.55,11.79,219.19,146.38,216.15,176.24,158.95,238.19,152.12,199.64,163.23,205.17,175.19,193.48,165.35,236.73,151.83,124.18,236.77,296.66,153.61,113.34,24.78,167.8,121.5,113.35,192.62,156.69,169.26,152.81,135.44,196.12,142.51,279.08,178.12
2020-07-13,164.96,208.49,148.16,76.16,164.27,162.94,167.01,209.3,151.62,165.79,255.03,198.07,199.92,162.41,178.63,166.84,152.9,166.06,174.51,185.14,153.04,115.17,171.02,175.2,135.72,167.78,241.22,176.91,171.76,152.68,158.65,163.77,264.69,165.24,193.44,159.7,181.47,184.95,176.76,160.75,186.0,156.32,156.8,189.04,174.56,137.09,205.34,217.62,226.88,179.89,227.55,162.58,165.73,139.86,60.18,133.16,186.75,203.44,88.02,12.26,190.74,162.67,179.88,180.09,166.74,208.42,171.52,186.77,174.54,173.55,153.96,174.9,166.26,229.76,164.11,161.19,198.77,218.85,145.79,117.49,30.36,165.55,152.17,163.81,159.4,171.37,166.43,176.17,148.84,194.72,166.8,216.58,183.07
2020-07-14,167.1,208.87,154.32,75.79,172.38,171.6,168.52,210.35,150.62,167.98,243.93,183.51,185.86,165.54,164.27,172.36,163.52,165.73,169.75,186.58,150.16,98.07,184.57,180.85,141.58,169.07,233.9,175.74,176.43,152.68,159.51,173.46,287.81,164.83,213.11,171.08,198.19,185.41,167.84,167.0,182.98,159.28,174.79,176.25,179.99,148.63,200.84,237.03,227.47,185.96,220.32,167.13,169.8,144.1,61.52,140.8,209.41,211.83,89.96,12.23,189.17,161.4,174.93,180.57,157.31,216.16,175.54,181.97,179.59,182.7,158.4,166.46,162.41,256.17,165.94,159.83,202.6,228.82,165.51,118.74,30.41,176.26,169.12,200.34,171.79,171.56,173.73,186.88,158.6,207.91,177.24,213.3,191.67
2020-07-15,170.69,215.48,158.7,75.79,173.61,195.58,172.66,219.51,153.89,171.43,251.55,192.79,176.08,169.33,169.62,176.42,171.47,176.15,179.29,194.67,156.88,111.98,175.77,183.5,141.17,172.42,245.33,182.92,169.7,155.12,168.38,181.06,280.09,169.52,188.98,169.87,200.1,188.86,177.85,165.05,175.5,163.32,177.9,180.9,185.56,139.73,204.85,236.49,227.05,177.06,229.13,180.31,178.04,148.25,62.4,140.89,203.66,205.03,88.83,12.34,199.91,165.04,164.43,180.02,147.81,204.19,178.86,183.41,187.0,184.7,179.15,185.04,177.63,230.59,163.24,152.21,178.37,238.3,139.97,120.02,26.31,176.79,177.07,182.03,156.77,167.22,175.12,214.13,174.39,193.0,161.23,207.05,186.74
2020-07-16,173.17,223.34,160.3,77.72,173.25,168.7,175.51,226.34,151.96,175.57,241.77,190.79,177.13,172.01,186.16,180.38,164.77,180.29,171.96,199.2,153.06,105.02,189.45,184.67,143.12,200.0,210.63,187.84,168.59,163.69,164.37,186.84,287.17,171.76,190.87,176.62,197.76,190.81,195.51,167.52,190.21,162.6,210.22,184.88,184.4,152.38,223.78,239.32,238.43,199.12,236.81,190.25,167.91,148.47,62.67,140.86,211.71,219.99,87.26,12.23,230.55,163.09,207.94,193.86,157.76,216.1,182.34,195.17,179.74,190.25,177.32,182.15,172.55,230.59,166.29,157.53,203.89,247.94,158.82,122.08,25.62,181.83,178.99,200.76,176.27,173.4,178.11,206.57,165.89,200.41,181.28,237.33,186.08
2020-07-17,208.33,272.47,187.1,82.43,228.23,220.85,210.84,273.8,205.84,209.54,348.07,230.53,214.23,200.72,206.21,224.07,190.28,212.39,207.91,257.62,180.61,110.24,226.31,214.21,162.69,210.48,269.97,247.87,204.35,205.87,213.68,212.6,335.04,194.91,218.79,197.34,241.79,222.98,230.66,251.61,246.92,172.29,267.46,225.58,219.55,171.45,267.04,290.76,303.15,227.03,281.19,216.72,196.09,175.99,67.19,195.88,261.15,283.6,104.45,15.56,268.79,199.52,242.72,234.74,193.91,270.45,206.58,225.6,213.23,239.71,212.64,233.48,213.2,271.08,196.87,211.34,266.11,314.15,194.53,144.0,30.86,220.69,197.49,213.69,212.65,198.4,220.25,233.15,195.79,222.32,198.87,293.15,226.51
2020-07-18,206.27,294.5,180.94,85.69,241.97,217.61,208.09,296.25,226.17,183.24,452.68,266.34,241.21,200.71,200.36,228.04,193.06,210.32,229.62,260.84,177.24,147.34,231.52,195.45,152.86,235.5,389.13,253.3,193.9,188.52,231.78,207.35,308.39,191.92,245.45,191.3,242.23,216.87,230.09,247.69,235.16,159.82,252.86,234.72,216.84,177.9,278.6,301.67,307.7,219.37,263.41,239.24,192.39,170.28,65.96,221.08,268.11,273.16,106.24,16.64,269.16,200.21,266.37,230.21,224.2,292.17,204.89,224.83,177.6,254.42,208.11,223.97,225.67,346.33,202.13,215.15,258.04,338.96,193.4,135.13,24.3,203.73,174.4,186.73,236.64,187.63,231.27,219.36,198.67,197.61,189.21,323.39,222.91
2020-07-19,138.67,189.83,126.52,61.55,139.82,138.85,141.4,190.13,169.96,151.09,373.19,186.85,159.34,152.97,199.03,152.93,134.9,143.08,192.31,212.66,124.27,89.08,170.3,128.05,114.06,187.1,332.45,194.57,144.99,135.87,162.61,147.49,208.67,137.75,184.88,137.28,183.63,146.87,177.55,188.26,214.18,118.39,174.4,175.75,164.89,123.99,210.92,208.31,245.87,161.46,190.71,173.45,136.91,116.4,49.96,117.98,194.73,215.85,81.52,11.27,219.4,156.08,198.76,165.05,172.75,204.5,150.82,198.92,134.48,185.18,155.98,193.2,175.14,264.52,142.55,119.33,218.96,287.02,149.26,104.24,19.84,163.76,124.18,132.07,180.76,139.11,154.43,161.0,147.93,180.32,133.86,279.53,161.92
2020-07-20,161.23,207.86,146.51,73.95,158.91,173.84,163.04,210.73,154.04,160.26,240.92,188.19,173.65,159.09,173.18,171.14,155.19,161.39,160.22,187.72,145.73,106.09,156.3,172.56,129.17,157.66,224.07,161.9,163.57,151.42,157.96,165.77,255.74,155.14,169.83,159.58,171.37,163.05,169.52,170.67,188.24,148.97,170.52,185.8,176.78,138.17,195.32,214.79,220.07,182.01,231.89,165.12,157.45,136.69,58.23,128.56,202.23,197.56,84.8,13.27,195.76,156.55,187.03,171.4,148.78,208.87,148.53,166.35,157.87,175.54,174.81,168.56,156.34,203.76,157.19,148.92,179.96,216.35,157.52,116.67,26.08,157.2,146.53,160.2,165.73,161.62,151.84,164.54,157.47,170.39,166.45,228.42,172.73
2020-07-21,160.83,192.82,148.47,73.29,160.82,166.96,161.21,192.79,145.78,157.75,232.17,194.5,168.49,162.5,179.13,162.39,160.75,161.06,166.47,172.4,148.18,112.66,163.14,178.91,137.36,144.55,206.76,184.48,166.45,143.43,150.85,165.78,252.53,159.89,174.82,161.87,193.23,170.54,165.89,149.64,169.87,152.47,159.91,177.49,183.65,150.42,198.37,253.88,214.52,177.64,225.75,156.74,160.88,138.82,62.06,130.57,186.95,205.96,83.54,12.34,179.04,154.62,165.67,176.42,135.93,203.13,153.48,167.18,148.78,171.88,170.56,153.54,158.24,218.25,158.79,144.97,181.69,209.24,146.13,114.12,25.62,161.45,152.06,162.89,149.56,157.35,153.61,167.94,153.26,175.62,160.36,201.46,171.34
2020-07-22,166.07,214.66,148.3,72.08,161.54,163.61,167.02,215.85,146.44,161.92,225.21,191.46,176.75,175.67,224.07,157.11,162.37,173.19,152.99,181.29,146.22,110.92,159.39,180.16,129.57,162.94,199.52,186.55,156.26,152.96,177.72,168.32,253.05,154.0,178.24,157.51,165.0,169.03,174.45,156.16,186.52,146.82,159.02,172.26,180.35,133.44,194.0,242.51,221.39,187.17,247.02,153.02,161.05,138.34,60.29,132.42,194.8,180.63,82.03,11.68,173.95,155.22,185.79,180.26,150.56,213.02,154.95,170.15,154.97,173.49,167.08,169.69,157.09,203.52,165.09,158.33,181.47,226.41,140.75,120.7,24.74,163.18,154.72,161.88,179.96,169.83,158.03,165.25,142.74,170.51,158.67,207.38,169.52
2020-07-23,175.75,229.07,161.39,76.84,184.69,179.04,176.89,230.19,164.31,179.91,254.19,211.22,179.9,176.7,236.49,186.94,152.9,186.26,173.58,188.31,160.69,116.43,181.57,189.7,136.73,170.14,226.73,170.18,176.76,169.06,175.64,190.0,308.51,165.67,193.85,171.51,213.4,186.86,187.03,167.42,197.51,164.57,161.41,180.4,192.97,143.77,216.15,226.32,244.72,197.92,247.39,172.26,173.53,149.3,63.82,149.94,205.82,205.45,89.2,13.45,206.77,166.28,202.03,180.95,164.37,233.08,176.63,189.29,177.14,192.83,169.4,178.36,180.79,208.47,171.34,155.03,212.11,259.47,160.73,130.63,37.31,179.1,160.18,177.33,189.54,174.2,183.89,174.57,163.93,189.1,164.76,229.43,180.79
2020-07-24,205.99,289.83,187.67,80.54,227.18,222.3,208.2,291.08,211.2,213.27,362.46,240.12,219.64,202.83,236.18,203.05,191.53,220.28,216.43,240.77,186.74,155.56,222.79,211.97,156.44,220.96,281.24,242.37,210.05,200.16,220.51,218.91,343.55,191.29,232.06,196.47,248.83,213.37,247.67,228.0,250.14,173.27,232.32,223.84,225.99,187.74,250.76,277.1,287.86,235.25,282.99,230.19,197.82,174.41,65.16,196.17,255.43,259.28,109.07,15.88,253.14,206.2,235.83,226.54,186.71,270.37,202.17,224.74,199.92,238.15,226.25,225.67,214.18,286.58,200.64,202.3,251.98,319.87,195.31,145.41,35.59,220.17,185.04,206.72,224.87,196.33,225.61,206.96,188.35,217.04,190.38,305.84,221.45
2020-07-25,200.61,283.22,178.77,81.54,225.99,213.08,201.32,284.39,229.0,193.24,462.75,266.94,221.57,194.09,218.73,219.74,199.71,213.59,209.2,248.65,174.4,141.35,252.26,188.1,167.18,219.39,383.82,271.93,200.14,189.93,228.1,211.01,304.12,196.08,261.34,190.82,249.72,223.21,229.5,251.84,247.65,179.82,228.43,239.53,218.34,170.63,270.89,284.43,309.67,223.43,277.88,218.62,191.35,165.28,65.37,204.92,255.58,288.55,104.58,16.54,267.22,194.5,252.87,221.8,241.43,270.52,193.32,233.51,192.13,248.98,228.09,221.81,215.93,349.61,203.62,210.3,270.87,352.12,185.32,133.54,28.21,213.24,169.35,185.81,192.0,179.37,228.24,208.6,217.96,204.72,195.4,345.76,215.6
2020-07-26,141.55,175.84,132.93,71.27,153.98,153.55,143.91,176.41,171.9,166.84,366.42,176.75,167.06,152.95,172.37,178.77,133.56,166.65,172.31,204.19,134.02,90.43,181.6,134.98,116.82,194.51,315.62,214.49,153.44,154.92,169.23,154.1,224.27,154.54,186.32,140.16,196.51,162.99,184.49,196.85,232.32,137.13,178.85,190.2,162.76,111.44,206.49,229.85,285.79,184.76,202.02,167.16,150.18,123.4,57.91,134.03,210.97,238.13,81.89,11.46,210.86,154.2,230.36,172.54,170.68,237.57,143.37,192.95,144.65,181.57,167.18,196.43,182.48,257.9,150.66,126.11,240.81,300.48,164.12,111.05,23.92,190.13,123.5,124.69,179.7,141.47,171.19,155.44,145.47,168.97,142.15,299.64,161.26
2020-07-27,156.98,192.43,141.83,72.66,147.07,155.95,157.32,194.78,147.3,157.42,221.26,169.47,166.76,159.24,166.97,171.35,144.18,162.9,163.4,178.62,141.41,119.71,160.99,167.39,130.63,162.08,188.41,161.64,159.75,140.32,148.08,156.24,224.82,157.04,175.7,159.47,164.16,157.52,164.53,171.5,181.71,146.55,155.69,170.68,166.05,133.96,185.55,214.05,213.22,170.1,221.27,165.45,155.26,133.09,59.83,122.22,186.18,179.78,83.23,11.49,181.77,153.52,167.87,173.4,147.22,191.7,142.34,164.58,167.89,177.21,155.41,200.23,156.09,207.81,159.83,141.96,193.01,226.32,147.87,118.71,25.22,151.0,145.54,170.19,159.23,146.51,153.2,162.75,152.35,169.8,137.34,212.73,166.15
2020-07-28,167.71,217.26,157.86,77.44,165.72,181.16,168.44,217.42,150.74,180.82,241.49,189.6,175.54,163.47,196.69,167.18,159.02,170.45,163.15,181.88,150.49,123.77,181.73,180.02,139.15,180.04,211.51,176.84,177.01,154.15,163.41,178.76,276.56,167.57,181.05,169.33,193.9,175.87,178.97,152.46,178.49,154.08,155.97,188.87,180.98,139.54,199.77,239.79,214.2,175.55,234.24,176.88,171.58,147.54,65.64,130.87,176.8,191.18,91.03,14.19,203.75,164.57,173.61,184.59,164.81,205.65,146.74,184.05,167.74,174.89,176.06,158.81,170.43,213.54,163.15,163.45,179.02,219.81,163.42,127.47,32.01,155.2,153.23,165.49,169.95,169.39,163.48,164.46,172.63,170.27,162.1,216.58,168.46
2020-07-29,172.52,219.09,155.26,74.34,172.4,178.54,173.63,221.78,152.14,180.99,249.58,201.56,191.19,164.96,213.69,186.58,160.12,176.97,178.6,186.54,149.71,111.21,172.84,177.91,140.74,180.33,231.16,196.57,161.85,159.11,154.91,181.24,281.24,169.89,175.26,165.61,208.34,169.83,199.2,156.58,187.49,179.01,167.3,182.97,181.79,147.59,197.39,247.59,228.14,188.51,229.5,174.27,169.24,143.8,62.62,139.66,184.9,190.18,92.94,14.65,209.55,158.11,174.85,178.37,155.46,217.53,159.46,198.72,190.98,192.03,177.99,177.22,169.65,207.69,163.84,157.86,193.94,231.38,142.22,145.08,32.17,162.76,153.51,175.57,170.47,169.94,163.44,174.53,157.54,176.26,156.01,227.64,175.9
2020-07-30,177.2,226.66,149.28,63.92,154.28,192.4,178.64,227.2,158.43,173.82,224.37,211.96,186.99,157.98,212.72,176.33,157.49,188.71,164.06,185.65,154.78,108.12,152.33,185.06,128.61,167.43,191.71,175.42,168.77,162.15,158.97,170.53,245.21,165.76,166.89,159.83,194.75,178.12,186.27,173.44,206.28,164.93,150.92,163.79,175.69,141.07,218.19,243.21,263.69,193.7,231.59,164.52,168.78,138.76,52.9,128.8,200.99,218.83,85.47,11.84,202.93,160.03,214.92,190.56,144.77,232.6,153.8,200.64,182.42,183.78,158.59,169.86,167.32,183.42,172.51,156.54,204.25,254.65,135.1,141.06,27.76,186.71,156.53,175.31,172.85,172.46,181.64,162.17,147.44,185.12,170.08,238.63,184.93
2020-07-31,196.46,258.15,173.31,75.18,205.12,208.55,198.28,258.9,216.58,197.75,330.95,241.38,219.47,185.8,195.22,205.89,181.43,218.28,198.61,239.29,187.54,133.91,173.33,205.96,151.12,212.05,246.86,235.9,186.84,195.96,185.95,198.35,291.84,189.24,193.44,184.14,245.31,221.88,224.96,207.84,244.11,184.22,191.73,190.95,214.6,156.16,253.11,277.8,288.2,219.56,254.22,194.3,201.08,161.44,60.64,177.89,240.26,255.76,100.88,16.95,232.23,184.64,240.6,216.86,176.61,251.13,183.32,224.44,209.56,215.09,208.98,213.88,198.69,223.2,194.69,193.74,224.66,347.58,179.41,155.13,31.32,204.31,173.04,203.53,237.79,192.15,205.78,183.95,171.09,198.19,180.41,300.41,207.8
2020-08-01,177.49,252.8,157.47,68.73,200.65,162.27,178.5,252.11,195.62,171.41,336.78,224.37,194.88,180.48,181.27,204.51,165.73,175.13,191.48,202.2,166.02,135.27,171.48,176.89,135.78,203.28,271.98,210.74,178.15,167.69,176.87,179.61,261.48,161.79,206.15,167.82,191.88,210.96,203.31,179.34,237.6,153.36,176.9,185.55,194.85,149.64,254.43,276.32,287.45,215.35,260.69,168.39,169.42,147.98,55.61,180.77,229.09,241.22,95.96,15.1,212.54,167.43,229.04,190.56,153.16,253.33,174.57,197.14,172.63,214.17,199.13,198.92,184.32,239.95,200.88,203.29,240.66,367.99,168.55,143.15,30.61,185.92,164.65,183.29,196.75,165.17,188.44,173.34,169.05,186.31,152.53,310.86,194.98
2020-08-02,133.47,170.83,125.0,61.59,148.7,119.56,135.62,170.91,160.81,180.38,328.22,159.66,147.08,144.61,148.09,164.15,126.71,135.96,153.99,182.47,126.1,94.49,138.0,127.27,106.34,176.12,231.96,187.71,154.15,137.79,149.57,143.72,221.85,131.85,179.24,132.48,195.83,156.7,168.4,167.87,234.09,111.57,172.52,149.58,153.76,120.63,188.18,207.73,260.65,169.52,199.52,141.47,136.16,115.95,49.83,128.0,204.63,217.05,83.08,14.67,192.33,142.89,238.66,153.79,146.62,209.39,139.08,169.35,131.88,180.6,139.67,195.86,154.37,246.21,160.44,179.92,205.62,275.1,131.1,132.26,21.73,164.76,121.76,129.3,178.91,136.22,142.83,152.31,139.51,154.86,127.67,300.41,144.56
2020-08-03,165.81,219.72,145.65,72.66,157.72,165.18,166.61,224.35,164.67,188.78,219.19,189.23,169.41,161.39,160.31,160.62,149.21,158.58,164.91,183.57,149.48,118.74,159.49,177.29,130.67,181.75,191.63,162.42,149.2,155.56,161.43,159.46,241.96,155.18,167.58,158.5,165.92,163.77,188.07,157.41,186.1,177.22,169.85,172.09,171.26,133.25,187.87,218.17,218.62,177.34,218.0,161.58,158.45,136.66,62.67,132.27,185.79,178.46,90.49,15.31,181.62,153.95,179.35,171.85,144.54,200.92,151.52,162.66,163.99,177.96,170.75,167.31,162.12,196.06,184.91,243.89,169.57,217.43,142.31,122.14,28.37,141.81,149.03,159.53,150.7,166.52,149.34,154.41,147.02,172.25,173.55,217.39,165.95
2020-08-04,170.1,236.74,150.75,73.57,173.51,181.78,170.62,238.97,150.8,173.73,242.24,209.88,176.33,161.04,159.03,170.71,154.52,164.63,160.34,180.19,153.52,143.86,168.87,183.8,141.17,206.2,176.65,171.6,168.16,143.17,159.29,171.22,285.0,165.49,172.57,164.19,193.78,175.84,175.04,151.44,158.81,195.25,167.18,170.18,177.86,137.81,191.06,262.89,214.48,175.66,234.39,168.43,165.43,140.12,64.49,141.56,190.84,182.48,91.38,15.62,196.17,158.1,162.75,177.86,166.96,199.61,173.91,176.73,187.08,168.8,172.88,150.93,164.25,204.77,190.0,272.48,171.95,219.99,143.35,123.9,32.57,156.51,157.99,194.12,157.38,180.45,155.33,171.26,159.51,193.24,163.94,215.69,174.94
2020-08-05,169.97,214.42,150.05,76.18,174.76,170.99,171.08,219.41,155.93,168.76,229.35,182.47,166.01,174.85,164.22,154.67,159.41,170.58,171.87,179.64,156.52,139.42,172.42,190.91,139.37,224.73,228.58,168.76,172.66,147.16,164.58,169.77,293.82,164.82,183.35,164.59,190.29,169.75,181.66,155.98,167.11,173.81,170.18,181.56,174.7,148.89,193.92,264.44,215.41,180.72,252.13,168.17,165.05,139.68,61.79,142.6,192.97,179.74,93.67,15.76,203.43,162.41,165.58,176.24,147.07,209.23,186.2,181.33,197.02,175.86,156.56,162.04,159.59,229.58,194.28,307.34,172.67,231.07,150.56,119.26,29.19,172.53,162.15,181.11,146.66,174.2,165.33,171.2,165.75,194.02,169.26,208.88,196.17
2020-08-06,177.37,230.62,155.17,71.13,175.03,179.99,178.3,232.37,168.02,174.68,245.34,177.41,197.27,174.21,183.82,168.24,163.67,181.36,165.66,181.71,170.16,140.58,177.3,192.65,146.34,203.99,220.53,183.44,178.93,154.48,170.78,175.47,278.35,167.48,192.36,168.46,220.75,174.09,189.04,170.27,187.32,178.12,174.29,191.03,182.79,143.97,202.83,237.38,235.46,191.03,245.3,174.13,172.08,145.28,58.74,141.99,193.96,196.98,93.91,16.34,203.75,166.21,189.5,186.2,150.19,220.81,181.68,182.44,180.43,190.63,186.97,160.74,171.45,222.3,203.35,353.25,174.84,262.66,160.3,124.01,29.67,168.54,162.46,187.99,174.43,179.92,162.66,180.27,148.28,196.77,183.32,219.13,184.1
2020-08-07,201.89,267.16,178.9,78.72,212.26,198.16,203.48,268.15,210.16,211.62,341.02,229.27,207.18,203.81,210.33,193.84,184.2,217.9,197.61,225.28,185.03,165.8,213.61,221.36,168.43,257.66,280.35,231.37,211.44,198.02,204.86,197.6,308.55,192.0,230.13,195.1,218.68,201.33,234.52,210.89,237.45,180.0,207.0,208.31,213.84,166.04,246.32,293.05,287.32,224.59,276.41,206.22,199.59,167.84,64.09,181.12,242.61,263.34,109.15,18.92,249.45,203.62,255.78,221.87,208.24,256.75,198.32,216.95,206.35,250.7,210.62,213.2,208.29,263.27,232.87,410.68,222.35,342.16,183.15,147.65,33.62,213.03,188.5,209.91,218.45,190.0,199.14,195.7,182.39,227.75,178.06,297.61,207.74
2020-08-08,192.99,284.62,168.93,74.71,207.11,200.28,194.78,284.62,243.73,181.54,481.19,237.07,223.67,198.95,196.79,213.06,187.03,199.64,207.42,235.69,193.79,180.19,219.67,198.18,169.77,259.8,373.83,242.11,197.04,182.96,209.67,192.44,284.01,176.72,246.1,186.91,210.51,212.79,226.7,251.56,232.82,174.62,231.09,229.98,209.74,159.84,245.63,320.61,304.54,208.54,266.86,207.07,188.49,157.2,61.2,182.37,242.61,273.12,108.8,20.33,263.12,203.58,226.65,222.35,225.02,254.46,187.34,228.4,193.88,243.0,210.04,228.1,205.58,309.96,220.31,401.6,249.82,399.58,227.54,139.52,34.83,202.15,178.82,194.12,213.71,189.03,215.53,207.02,204.14,205.94,191.1,340.54,192.5
2020-08-09,139.03,191.71,125.27,61.97,142.57,139.02,140.76,191.5,175.96,152.12,395.2,183.51,169.62,150.76,160.61,161.01,134.71,147.68,169.3,198.31,138.27,109.95,145.29,143.51,124.32,210.26,305.56,194.95,133.51,131.74,164.58,141.25,215.48,127.71,189.06,138.0,176.43,158.48,174.13,181.24,217.34,123.23,174.79,166.36,156.91,113.1,196.67,220.19,291.54,175.97,208.6,154.77,143.77,116.9,51.35,120.42,199.65,227.15,93.41,18.05,203.28,158.47,227.45,165.98,165.48,227.96,147.83,173.04,151.91,203.56,154.92,183.0,158.6,213.89,168.78,314.49,223.22,316.86,144.14,113.93,26.81,165.65,122.0,131.4,162.39,153.17,154.75,143.5,136.49,179.15,125.22,284.15,155.24
2020-08-10,154.63,204.92,135.94,67.16,148.85,160.31,155.65,210.16,144.67,158.96,205.83,168.65,154.34,154.39,146.06,153.08,140.74,155.95,144.06,155.29,151.87,134.59,149.79,167.89,128.79,180.47,179.31,175.68,166.1,136.35,155.66,148.38,241.21,147.25,183.07,148.25,163.32,157.49,172.12,164.65,186.29,161.61,144.81,161.21,159.41,133.02,180.47,222.13,204.89,186.71,211.24,155.17,148.83,128.4,55.02,122.2,184.35,185.34,101.26,25.54,184.44,145.38,190.91,167.15,135.93,198.99,143.04,162.05,157.19,163.09,155.02,175.3,143.73,194.99,168.48,507.95,159.48,225.84,139.44,118.52,28.83,146.8,148.72,166.92,167.93,180.1,150.08,171.74,163.37,173.01,143.94,186.22,163.77
2020-08-11,166.7,208.82,145.78,72.03,166.11,166.74,167.01,210.3,144.52,163.21,192.29,183.66,172.64,160.64,160.25,159.37,135.23,155.82,159.76,183.45,160.11,151.4,154.38,178.8,135.43,179.33,184.94,172.25,174.3,138.7,145.89,162.98,263.1,158.15,174.01,158.45,170.81,173.56,178.62,149.34,166.06,169.69,153.58,160.8,169.35,139.6,193.11,242.43,224.7,188.49,247.94,151.41,151.26,136.76,60.96,137.62,173.61,176.41,106.58,26.44,181.13,157.84,169.11,173.7,147.07,219.23,165.76,153.43,147.71,179.9,153.96,162.66,157.29,165.41,178.75,449.95,162.87,226.17,142.48,125.53,31.62,158.93,154.75,164.57,167.75,183.12,151.84,163.27,158.11,175.41,167.37,178.88,168.26
2020-08-12,169.76,223.14,148.37,71.73,165.26,159.87,169.9,222.97,141.62,165.41,205.08,169.24,155.6,160.62,164.94,164.49,148.3,168.16,164.89,171.34,160.65,154.4,150.73,181.21,133.62,181.18,215.46,162.74,171.09,144.8,155.98,164.68,268.96,163.28,170.23,161.21,180.07,168.03,180.69,163.1,173.29,174.8,152.19,178.24,169.34,137.09,196.98,237.27,216.09,189.93,249.01,166.9,160.43,139.76,59.59,135.46,188.61,177.96,109.79,27.55,184.81,160.3,171.67,179.51,153.82,220.78,170.05,158.09,162.08,183.3,159.75,165.16,165.06,153.13,179.43,378.5,170.01,229.3,133.36,127.03,33.75,161.61,151.13,165.32,182.25,186.71,151.39,166.92,155.02,176.74,146.65,185.16,174.88
2020-08-13,170.73,225.07,153.41,69.7,172.94,174.29,171.89,229.14,153.58,172.37,226.62,185.14,169.11,169.19,166.92,168.76,166.06,167.65,167.97,181.16,159.64,144.25,156.89,184.65,136.83,174.13,205.8,183.38,170.45,158.03,162.61,166.95,284.6,163.1,174.42,164.72,193.08,176.28,185.35,158.48,184.5,181.52,163.35,177.41,177.46,164.11,200.06,229.62,225.7,197.86,252.98,163.03,161.81,145.95,58.31,141.73,195.25,185.77,110.55,29.49,189.46,169.75,179.44,176.93,157.46,220.43,156.36,176.39,175.84,184.64,189.58,167.93,180.66,176.21,180.61,351.18,172.75,248.75,183.15,136.89,36.75,169.43,153.95,169.77,185.68,193.99,167.87,165.69,148.49,193.46,160.0,200.0,179.31
2020-08-14,199.39,265.53,178.19,80.05,214.91,184.24,201.17,267.68,192.34,210.01,300.0,222.44,199.08,192.1,205.95,206.22,182.34,202.89,205.77,251.91,206.18,208.79,189.09,215.47,155.51,232.43,253.78,232.6,194.62,203.01,178.31,191.95,312.07,196.17,202.05,187.2,256.62,201.83,237.18,267.55,235.43,202.15,179.23,205.4,211.93,201.17,248.3,284.47,270.77,222.38,289.38,188.83,194.19,169.63,67.94,185.35,233.25,240.99,142.2,37.17,236.47,211.42,240.25,216.51,187.97,256.0,190.87,212.68,200.69,230.23,217.18,216.2,213.49,198.27,210.12,387.82,226.17,330.08,206.78,175.35,58.83,190.13,180.88,211.92,223.9,232.88,206.43,190.52,169.54,227.64,188.85,268.79,204.53
